employeeid,fullname,department,jobtitle,email,gender,hiredate,terminationdate,salary,managerid,performancerating,status,hire_year,hire_month,hire_quarter,termination_year,termination_month,termination_quarter,tenure_days,tenure_years,tenure_band,performance_category,department_size,manager_span_of_control,is_active,is_terminated,has_manager,has_performance_rating,dept_avg_salary,job_avg_salary,salary_vs_dept_avg,salary_vs_job_avg,seniority_level,tenure_at_termination,early_attrition,salary_band
PNR-1208,Anika Taylor,Quality Control,Qc Manager,employee.1208@pnrao.com,Female,2019-11-03,,162492.0,,3.0,Active,2019,11,4,,,,2187,5.99,5-10 years,Average,108,0,1,0,0,1,109570.66,151465.96,48.3,7.28,Senior,,0,150K+
PNR-1209,Sarah Brown,Research & Development,Research Lead,employee.1209@pnrao.com,Non-Binary,2021-10-22,,91854.0,PNR-1134,3.0,Active,2021,10,4,,,,1468,4.02,3-5 years,Average,98,5,1,0,1,1,85614.79,109962.86,7.29,-16.47,Mid-Level,,0,80K-100K
PNR-1213,Aarav Kumar,Human Resources,Recruiter,employee.1213@pnrao.com,Male,2018-03-01,,74308.0,PNR-1688,4.0,Active,2018,3,1,,,,2799,7.66,5-10 years,Good,106,2,1,0,1,1,68801.09,69157.24,8.0,7.45,Senior,,0,60K-80K
PNR-1215,Chris Patel,Research & Development,Scientist,employee.1215@pnrao.com,Female,2018-11-29,,84411.0,PNR-1794,2.0,Active,2018,11,4,,,,2526,6.92,5-10 years,Below Average,98,1,1,0,1,1,85614.79,72557.95,-1.41,16.34,Senior,,0,80K-100K
PNR-1217,Michael Brown,Logistics,Logistics Coordinator,employee.1217@pnrao.com,Male,2022-06-17,2026-11-16,80265.0,PNR-1809,5.0,Terminated,2022,6,2,2026.0,11.0,4.0,1613,4.42,3-5 years,Excellent,111,2,0,1,1,1,70560.61,71165.63,13.75,12.79,Mid-Level,4.41615331964408,0,80K-100K
PNR-1219,Priya Patel,Marketing,Digital Marketer,employee.1219@pnrao.com,Non-Binary,2024-11-06,,66550.0,PNR-2926,5.0,Active,2024,11,4,,,,357,0.98,0-1 years,Excellent,95,3,1,0,1,1,93037.96,67941.78,-28.47,-2.05,Junior,,0,60K-80K
PNR-1221,Priya Smith,Logistics,Logistics Coordinator,employee.1221@pnrao.com,Non-Binary,2021-12-06,,81816.0,PNR-2000,3.0,Active,2021,12,4,,,,1423,3.9,3-5 years,Average,111,2,1,0,1,1,70560.61,71165.63,15.95,14.97,Mid-Level,,0,80K-100K
PNR-1223,Chris Sharma,Logistics,Logistics Coordinator,employee.1223@pnrao.com,Male,2020-01-20,,72385.0,PNR-2073,4.0,Active,2020,1,1,,,,2109,5.77,5-10 years,Good,111,1,1,0,1,1,70560.61,71165.63,2.59,1.71,Senior,,0,60K-80K
PNR-1224,Aditya Smith,Production,Line Supervisor,employee.1224@pnrao.com,Female,2019-11-07,,59267.0,PNR-2029,4.0,Active,2019,11,4,,,,2183,5.98,5-10 years,Good,112,1,1,0,1,1,102837.83,69824.22,-42.37,-15.12,Senior,,0,<60K
PNR-1225,Mary Jones,It Support,It Technician,employee.1225@pnrao.com,Male,2020-01-07,,78203.0,PNR-2831,3.0,Active,2020,1,1,,,,2122,5.81,5-10 years,Average,98,3,1,0,1,1,96490.2,71783.83,-18.95,8.94,Senior,,0,60K-80K
PNR-1227,Saanvi Wilson,It Support,It Technician,employee.1227@pnrao.com,Non-Binary,2021-02-22,,83459.0,PNR-1451,2.0,Active,2021,2,1,,,,1710,4.68,3-5 years,Below Average,98,2,1,0,1,1,96490.2,71783.83,-13.51,16.26,Mid-Level,,0,80K-100K
PNR-1228,Michael Kumar,Finance,Accountant,employee.1228@pnrao.com,Male,2023-05-22,,68277.0,PNR-1079,2.0,Active,2023,5,2,,,,891,2.44,1-3 years,Below Average,87,2,1,0,1,1,69535.21,69549.67,-1.81,-1.83,Mid-Level,,0,60K-80K
PNR-1230,Mary Brown,It Support,Help Desk Specialist,employee.1230@pnrao.com,Non-Binary,2024-08-10,,73523.0,,3.0,Active,2024,8,3,,,,445,1.22,1-3 years,Average,98,0,1,0,0,1,96490.2,70990.91,-23.8,3.57,Junior,,0,60K-80K
PNR-1232,Anika Jones,Sales,Account Manager,employee.1232@pnrao.com,Non-Binary,2020-12-15,,132801.0,,5.0,Active,2020,12,4,,,,1779,4.87,3-5 years,Excellent,104,0,1,0,0,1,121525.81,151582.0,9.28,-12.39,Mid-Level,,0,100K-150K
PNR-1234,Emma Singh,Logistics,Logistics Coordinator,employee.1234@pnrao.com,Male,2020-10-03,,62249.0,PNR-1208,4.0,Active,2020,10,4,,,,1852,5.07,5-10 years,Good,111,2,1,0,1,1,70560.61,71165.63,-11.78,-12.53,Senior,,0,60K-80K
PNR-1236,Mary Smith,Quality Control,Qc Inspector,employee.1236@pnrao.com,Non-Binary,2023-04-10,,84917.0,,4.0,Active,2023,4,2,,,,933,2.55,1-3 years,Good,108,0,1,0,0,1,109570.66,70667.88,-22.5,20.16,Mid-Level,,0,80K-100K
PNR-1239,Rohan Williams,Quality Control,Qc Manager,employee.1239@pnrao.com,Non-Binary,2025-10-08,,155047.0,,3.0,Active,2025,10,4,,,,21,0.06,0-1 years,Average,108,0,1,0,0,1,109570.66,151465.96,41.5,2.36,Junior,,0,150K+
PNR-1241,David Brown,Research & Development,Research Lead,employee.1241@pnrao.com,Female,2020-01-14,2024-05-10,90172.0,PNR-1322,3.0,Terminated,2020,1,1,2024.0,5.0,2.0,1578,4.32,3-5 years,Average,98,1,0,1,1,1,85614.79,109962.86,5.32,-18.0,Mid-Level,4.3203285420944555,0,80K-100K
PNR-1243,Sarah Sharma,Sales,Regional Sales Manager,employee.1243@pnrao.com,Female,2021-10-26,,130706.0,,2.0,Active,2021,10,4,,,,1464,4.01,3-5 years,Below Average,104,0,1,0,0,1,121525.81,145982.17,7.55,-10.46,Mid-Level,,0,100K-150K
PNR-1246,Anika Patel,Marketing,Digital Marketer,employee.1246@pnrao.com,Unknown,2020-03-10,,65191.0,PNR-1593,3.0,Active,2020,3,1,,,,2059,5.64,5-10 years,Average,95,1,1,0,1,1,93037.96,67941.78,-29.93,-4.05,Senior,,0,60K-80K
PNR-1248,Aditya Taylor,Human Resources,Recruiter,employee.1248@pnrao.com,Female,2019-01-02,,55487.0,PNR-1947,4.0,Active,2019,1,1,,,,2492,6.82,5-10 years,Good,106,3,1,0,1,1,68801.09,69157.24,-19.35,-19.77,Senior,,0,<60K
PNR-1249,Aarav Taylor,Quality Control,Qc Inspector,aarav.taylor@company.com,Female,2024-09-04,,76534.0,PNR-2150,4.0,Active,2024,9,3,,,,420,1.15,1-3 years,Good,108,2,1,0,1,1,109570.66,70667.88,-30.15,8.3,Junior,,0,60K-80K
PNR-1250,Michael Taylor,Sales,Sales Associate,employee.1250@pnrao.com,Male,2021-08-10,,64581.0,PNR-1972,3.0,Active,2021,8,3,,,,1541,4.22,3-5 years,Average,104,1,0,1,1,1,121525.81,72548.22,-46.86,-10.98,Mid-Level,,0,60K-80K
PNR-1254,Aditya Singh,Marketing,Digital Marketer,employee.1254@pnrao.com,Female,2020-01-09,,72946.0,PNR-2044,3.0,Active,2020,1,1,,,,2120,5.8,5-10 years,Average,95,2,1,0,1,1,93037.96,67941.78,-21.6,7.37,Senior,,0,60K-80K
PNR-1255,Mary Patel,It Support,It Technician,employee.1255@pnrao.com,Female,2022-03-22,2023-10-27,79229.0,PNR-1945,3.0,Terminated,2022,3,1,2023.0,10.0,4.0,584,1.6,1-3 years,Average,98,2,0,1,1,1,96490.2,71783.83,-17.89,10.37,Junior,1.5989048596851472,0,60K-80K
PNR-1256,Michael Smith,It Support,Help Desk Specialist,employee.1256@pnrao.com,Non-Binary,2024-05-08,,68440.0,PNR-1964,3.0,Active,2024,5,2,,,,539,1.48,1-3 years,Average,98,4,1,0,1,1,96490.2,70990.91,-29.07,-3.59,Junior,,0,60K-80K
PNR-1260,Sarah Taylor,Sales,Sales Associate,sarah.taylor@company.com,Female,2018-04-17,,80386.0,PNR-2169,2.0,Active,2018,4,2,,,,2752,7.53,5-10 years,Below Average,104,4,1,0,1,1,121525.81,72548.22,-33.85,10.8,Senior,,0,80K-100K
PNR-1265,Aditya Williams,Marketing,Marketing Manager,employee.1265@pnrao.com,Female,2018-03-14,2019-10-23,167330.0,,3.0,Terminated,2018,3,1,2019.0,10.0,4.0,588,1.61,1-3 years,Average,95,18,0,1,1,1,93037.96,150297.96,79.85,11.33,Junior,1.6098562628336757,0,150K+
PNR-1266,Sarah Williams,Production,Operations Manager,employee.1266@pnrao.com,Male,2020-12-14,,161573.0,,3.0,Active,2020,12,4,,,,1780,4.87,3-5 years,Average,112,0,1,0,0,1,102837.83,152476.11,57.11,5.97,Mid-Level,,0,150K+
PNR-1268,Michael Patel,Quality Control,Qc Inspector,michael.patel@company.com,Female,2022-03-19,,59094.0,PNR-1584,2.0,Active,2022,3,1,,,,1320,3.61,3-5 years,Below Average,108,2,1,0,1,1,109570.66,70667.88,-46.07,-16.38,Mid-Level,,0,<60K
PNR-1269,Anika Singh,Quality Control,Qc Inspector,employee.1269@pnrao.com,Non-Binary,2021-11-24,,79897.0,PNR-2464,3.0,Active,2021,11,4,,,,1435,3.93,3-5 years,Average,108,2,1,0,1,1,109570.66,70667.88,-27.08,13.06,Mid-Level,,0,60K-80K
PNR-1270,Mary Kumar,Production,Operations Manager,employee.1270@pnrao.com,Unknown,2023-04-03,,135053.0,,4.0,Active,2023,4,2,,,,940,2.57,1-3 years,Good,112,0,1,0,0,1,102837.83,152476.11,31.33,-11.43,Mid-Level,,0,100K-150K
PNR-1271,David Kumar,Logistics,Warehouse Associate,employee.1271@pnrao.com,Unknown,2020-03-22,,84272.0,PNR-2129,,Active,2020,3,1,,,,2047,5.6,5-10 years,,111,2,1,0,1,0,70560.61,69795.08,19.43,20.74,Senior,,0,80K-100K
PNR-1272,Saanvi Jones,Human Resources,Hr Generalist,employee.1272@pnrao.com,Non-Binary,2022-04-05,,59835.0,PNR-2863,2.0,Active,2022,4,2,,,,1303,3.57,3-5 years,Below Average,106,2,1,0,1,1,68801.09,69030.22,-13.03,-13.32,Mid-Level,,0,<60K
PNR-1274,Rohan Brown,Marketing,Digital Marketer,employee.1274@pnrao.com,Male,2025-09-09,,56793.0,PNR-1915,5.0,Active,2025,9,3,,,,50,0.14,0-1 years,Excellent,95,1,1,0,1,1,93037.96,67941.78,-38.96,-16.41,Junior,,0,<60K
PNR-1280,Anika Singh,Research & Development,Research Lead,employee.1280@pnrao.com,Male,2025-03-19,2025-12-25,110145.0,,3.0,Terminated,2025,3,1,2025.0,12.0,4.0,281,0.77,0-1 years,Average,98,0,0,1,0,1,85614.79,109962.86,28.65,0.17,Junior,0.7693360711841205,1,100K-150K
PNR-1281,Saanvi Kumar,Finance,Accountant,employee.1281@pnrao.com,Female,2022-09-13,,56704.0,PNR-1454,4.0,Active,2022,9,3,,,,1142,3.13,3-5 years,Good,87,1,1,0,1,1,69535.21,69549.67,-18.45,-18.47,Mid-Level,,0,<60K
PNR-1284,Sarah Taylor,It Support,It Technician,employee.1284@pnrao.com,Non-Binary,2019-11-26,,84082.0,PNR-1622,4.0,Active,2019,11,4,,,,2164,5.92,5-10 years,Good,98,3,1,0,1,1,96490.2,71783.83,-12.86,17.13,Senior,,0,80K-100K
PNR-1287,Rohan Smith,It Support,Help Desk Specialist,employee.1287@pnrao.com,Female,2019-04-29,,60467.0,PNR-1338,3.0,Active,2019,4,2,,,,2375,6.5,5-10 years,Average,98,2,1,0,1,1,96490.2,70990.91,-37.33,-14.82,Senior,,0,60K-80K
PNR-1289,Priya Taylor,Human Resources,Hr Generalist,employee.1289@pnrao.com,Unknown,2019-07-13,2021-10-29,82356.0,PNR-1405,,Terminated,2019,7,3,2021.0,10.0,4.0,839,2.3,1-3 years,,106,1,0,1,1,0,68801.09,69030.22,19.7,19.3,Mid-Level,2.297056810403833,0,80K-100K
PNR-1290,Priya Wilson,Finance,Controller,employee.1290@pnrao.com,Female,2024-02-06,,81473.0,PNR-1467,3.0,Active,2024,2,1,,,,631,1.73,1-3 years,Average,87,2,1,0,1,1,69535.21,68783.8,17.17,18.45,Junior,,0,80K-100K
PNR-1293,Saanvi Singh,Sales,Account Manager,employee.1293@pnrao.com,Non-Binary,2025-09-16,2026-04-04,159200.0,,3.0,Terminated,2025,9,3,2026.0,4.0,2.0,200,0.55,0-1 years,Average,104,0,0,1,0,1,121525.81,151582.0,31.0,5.03,Junior,0.5475701574264202,1,150K+
PNR-1294,David Sharma,It Support,It Manager,employee.1294@pnrao.com,Female,2019-05-28,,148722.0,,2.0,Active,2019,5,2,,,,2346,6.42,5-10 years,Below Average,98,0,1,0,0,1,96490.2,145851.08,54.13,1.97,Senior,,0,100K-150K
PNR-1296,Aditya Smith,Marketing,Digital Marketer,employee.1296@pnrao.com,Female,2023-03-03,2026-08-10,70020.0,PNR-1280,2.0,Terminated,2023,3,1,2026.0,8.0,3.0,1256,3.44,3-5 years,Below Average,95,3,0,1,1,1,93037.96,67941.78,-24.74,3.06,Mid-Level,3.4387405886379194,0,60K-80K
PNR-1298,Rohan Williams,Sales,Account Manager,employee.1298@pnrao.com,Non-Binary,2021-08-14,,157694.0,,4.0,Active,2021,8,3,,,,1537,4.21,3-5 years,Good,104,0,1,0,0,1,121525.81,151582.0,29.76,4.03,Mid-Level,,0,150K+
PNR-1300,Olivia Jones,Finance,Accountant,employee.1300@pnrao.com,Unknown,2024-03-17,,65809.0,PNR-1143,3.0,Active,2024,3,1,,,,591,1.62,1-3 years,Average,87,1,1,0,1,1,69535.21,69549.67,-5.36,-5.38,Junior,,0,60K-80K
PNR-1301,Priya Singh,Logistics,Logistics Coordinator,employee.1301@pnrao.com,Female,2020-01-13,,72476.0,PNR-1170,2.0,Active,2020,1,1,,,,2116,5.79,5-10 years,Below Average,111,2,1,0,1,1,70560.61,71165.63,2.71,1.84,Senior,,0,60K-80K
PNR-1304,David Smith,It Support,It Technician,david.smith@company.com,Unknown,2023-03-30,,55555.0,PNR-1047,,Active,2023,3,1,,,,944,2.58,1-3 years,,98,2,0,1,1,0,96490.2,71783.83,-42.42,-22.61,Mid-Level,,0,<60K
PNR-1305,Saanvi Singh,It Support,Help Desk Specialist,employee.1305@pnrao.com,Female,2022-03-30,,77409.0,,3.0,Active,2022,3,1,,,,1309,3.58,3-5 years,Average,98,0,1,0,0,1,96490.2,70990.91,-19.78,9.04,Mid-Level,,0,60K-80K
PNR-1306,Rohan Wilson,Human Resources,Recruiter,employee.1306@pnrao.com,Female,2020-11-29,,73594.0,PNR-1363,2.0,Active,2020,11,4,,,,1795,4.91,3-5 years,Below Average,106,1,1,0,1,1,68801.09,69157.24,6.97,6.42,Mid-Level,,0,60K-80K
PNR-1308,Saanvi Brown,Human Resources,Recruiter,employee.1308@pnrao.com,Unknown,2019-01-20,,70101.0,,5.0,Active,2019,1,1,,,,2474,6.77,5-10 years,Excellent,106,0,1,0,0,1,68801.09,69157.24,1.89,1.36,Senior,,0,60K-80K
PNR-1310,Rohan Taylor,Human Resources,Recruiter,employee.1310@pnrao.com,Non-Binary,2022-05-05,,67794.0,PNR-2875,3.0,Active,2022,5,2,,,,1273,3.49,3-5 years,Average,106,3,1,0,1,1,68801.09,69157.24,-1.46,-1.97,Mid-Level,,0,60K-80K
PNR-1311,Rohan Singh,Production,Line Supervisor,employee.1311@pnrao.com,Male,2023-06-11,,74096.0,PNR-2952,4.0,Active,2023,6,2,,,,871,2.38,1-3 years,Good,112,3,1,0,1,1,102837.83,69824.22,-27.95,6.12,Mid-Level,,0,60K-80K
PNR-1314,Rohan Sharma,Production,Operations Manager,employee.1314@pnrao.com,Male,2020-12-01,,150135.0,,3.0,Active,2020,12,4,,,,1793,4.91,3-5 years,Average,112,0,1,0,0,1,102837.83,152476.11,45.99,-1.54,Mid-Level,,0,150K+
PNR-1315,John Wilson,Quality Control,Qc Inspector,employee.1315@pnrao.com,Male,2019-04-17,2020-12-30,60678.0,PNR-2336,3.0,Terminated,2019,4,2,2020.0,12.0,4.0,623,1.71,1-3 years,Average,108,1,0,1,1,1,109570.66,70667.88,-44.62,-14.14,Junior,1.7056810403832992,0,60K-80K
PNR-1319,David Taylor,Sales,Sales Associate,employee.1319@pnrao.com,Female,2020-10-16,,73874.0,PNR-2078,3.0,Active,2020,10,4,,,,1839,5.03,5-10 years,Average,104,4,1,0,1,1,121525.81,72548.22,-39.21,1.83,Senior,,0,60K-80K
PNR-1321,David Kumar,Marketing,Marketing Coordinator,employee.1321@pnrao.com,Male,2023-10-19,,60077.0,PNR-1425,3.0,Active,2023,10,4,,,,741,2.03,1-3 years,Average,95,2,1,0,1,1,93037.96,72400.67,-35.43,-17.02,Mid-Level,,0,60K-80K
PNR-1324,John Singh,Marketing,Marketing Manager,employee.1324@pnrao.com,Non-Binary,2025-07-30,2027-10-27,177687.0,,4.0,Terminated,2025,7,3,2027.0,10.0,4.0,819,2.24,1-3 years,Good,95,0,0,1,0,1,93037.96,150297.96,90.98,18.22,Mid-Level,2.242299794661191,0,150K+
PNR-1327,Sarah Brown,Research & Development,Scientist,employee.1327@pnrao.com,Female,2021-02-11,2023-02-18,59139.0,PNR-2039,3.0,Terminated,2021,2,1,2023.0,2.0,1.0,737,2.02,1-3 years,Average,98,1,0,1,1,1,85614.79,72557.95,-30.92,-18.49,Mid-Level,2.0177960301163584,0,<60K
PNR-1328,Saanvi Patel,Research & Development,Lab Technician,employee.1328@pnrao.com,Non-Binary,2022-10-30,,79798.0,PNR-2664,2.0,Active,2022,10,4,,,,1095,3.0,1-3 years,Below Average,98,2,1,0,1,1,85614.79,69766.0,-6.79,14.38,Mid-Level,,0,60K-80K
PNR-1329,John Wilson,It Support,It Manager,employee.1329@pnrao.com,Non-Binary,2018-02-27,,167487.0,,3.0,Active,2018,2,1,,,,2801,7.67,5-10 years,Average,98,0,1,0,0,1,96490.2,145851.08,73.58,14.83,Senior,,0,150K+
PNR-1330,Sarah Smith,Human Resources,Recruiter,employee.1330@pnrao.com,Male,2018-03-05,,69969.0,PNR-2015,5.0,Active,2018,3,1,,,,2795,7.65,5-10 years,Excellent,106,3,1,0,1,1,68801.09,69157.24,1.7,1.17,Senior,,0,60K-80K
PNR-1336,Mary Brown,Marketing,Digital Marketer,employee.1336@pnrao.com,Male,2024-11-22,,67648.0,,3.0,Active,2024,11,4,,,,341,0.93,0-1 years,Average,95,0,1,0,0,1,93037.96,67941.78,-27.29,-0.43,Junior,,0,60K-80K
PNR-1340,Mary Smith,Human Resources,Recruiter,employee.1340@pnrao.com,Female,2021-11-14,,65648.0,PNR-2519,3.0,Active,2021,11,4,,,,1445,3.96,3-5 years,Average,106,4,1,0,1,1,68801.09,69157.24,-4.58,-5.07,Mid-Level,,0,60K-80K
PNR-1341,Rohan Brown,Marketing,Digital Marketer,employee.1341@pnrao.com,Non-Binary,2024-06-03,,64369.0,PNR-2421,3.0,Active,2024,6,2,,,,513,1.4,1-3 years,Average,95,5,1,0,1,1,93037.96,67941.78,-30.81,-5.26,Junior,,0,60K-80K
PNR-1344,Sarah Patel,Finance,Controller,employee.1344@pnrao.com,Female,2021-10-01,,69380.0,PNR-2110,5.0,Active,2021,10,4,,,,1489,4.08,3-5 years,Excellent,87,1,1,0,1,1,69535.21,68783.8,-0.22,0.87,Mid-Level,,0,60K-80K
PNR-1346,David Taylor,Quality Control,Qc Manager,employee.1346@pnrao.com,Unknown,2024-06-01,,151625.0,,2.0,Active,2024,6,2,,,,515,1.41,1-3 years,Below Average,108,0,1,0,0,1,109570.66,151465.96,38.38,0.11,Junior,,0,150K+
PNR-1347,Mary Sharma,It Support,Help Desk Specialist,employee.1347@pnrao.com,Female,2021-06-07,,74835.0,PNR-1674,3.0,Active,2021,6,2,,,,1605,4.39,3-5 years,Average,98,4,1,0,1,1,96490.2,70990.91,-22.44,5.41,Mid-Level,,0,60K-80K
PNR-1348,Emma Wilson,Sales,Sales Associate,employee.1348@pnrao.com,Male,2024-04-05,,75369.0,PNR-2485,5.0,Active,2024,4,2,,,,572,1.57,1-3 years,Excellent,104,2,1,0,1,1,121525.81,72548.22,-37.98,3.89,Junior,,0,60K-80K
PNR-1350,Chris Singh,Finance,Controller,employee.1350@pnrao.com,Female,2019-09-29,,74318.0,PNR-1973,3.0,Active,2019,9,3,,,,2222,6.08,5-10 years,Average,87,2,1,0,1,1,69535.21,68783.8,6.88,8.05,Senior,,0,60K-80K
PNR-1353,Olivia Jones,It Support,It Manager,employee.1353@pnrao.com,Female,2022-09-21,,168585.0,,2.0,Active,2022,9,3,,,,1134,3.1,3-5 years,Below Average,98,0,1,0,0,1,96490.2,145851.08,74.72,15.59,Mid-Level,,0,150K+
PNR-1355,Chris Singh,Production,Line Supervisor,employee.1355@pnrao.com,Non-Binary,2020-03-02,,69314.0,PNR-2591,3.0,Active,2020,3,1,,,,2067,5.66,5-10 years,Average,112,2,1,0,1,1,102837.83,69824.22,-32.6,-0.73,Senior,,0,60K-80K
PNR-1358,Saanvi Williams,Marketing,Marketing Manager,employee.1358@pnrao.com,Female,2022-01-08,,151518.0,,4.0,Active,2022,1,1,,,,1390,3.81,3-5 years,Good,95,0,1,0,0,1,93037.96,150297.96,62.86,0.81,Mid-Level,,0,150K+
PNR-1359,Chris Sharma,Sales,Regional Sales Manager,employee.1359@pnrao.com,Female,2023-02-16,,178192.0,,2.0,Active,2023,2,1,,,,986,2.7,1-3 years,Below Average,104,0,1,0,0,1,121525.81,145982.17,46.63,22.06,Mid-Level,,0,150K+
PNR-1360,Aarav Smith,Human Resources,Hr Coordinator,aarav.smith@company.com,Male,2023-10-12,2026-02-22,75103.0,,3.0,Terminated,2023,10,4,2026.0,2.0,1.0,864,2.37,1-3 years,Average,106,0,0,1,0,1,68801.09,68340.05,9.16,9.9,Mid-Level,2.3655030800821355,0,60K-80K
PNR-1361,Priya Taylor,Logistics,Logistics Coordinator,employee.1361@pnrao.com,Male,2021-04-28,2025-07-08,76627.0,PNR-2915,4.0,Terminated,2021,4,2,2025.0,7.0,3.0,1532,4.19,3-5 years,Good,111,4,0,1,1,1,70560.61,71165.63,8.6,7.67,Mid-Level,4.1943874058863795,0,60K-80K
PNR-1362,David Singh,Marketing,Marketing Coordinator,employee.1362@pnrao.com,Non-Binary,2025-06-17,2029-05-19,84327.0,PNR-1712,5.0,Terminated,2025,6,2,2029.0,5.0,2.0,1432,3.92,3-5 years,Excellent,95,2,0,1,1,1,93037.96,72400.67,-9.36,16.47,Mid-Level,3.920602327173169,0,80K-100K
PNR-1365,John Wilson,Human Resources,Recruiter,employee.1365@pnrao.com,Non-Binary,2025-01-03,,59204.0,PNR-2286,5.0,Active,2025,1,1,,,,299,0.82,0-1 years,Excellent,106,2,1,0,1,1,68801.09,69157.24,-13.95,-14.39,Junior,,0,<60K
PNR-1367,David Taylor,Production,Operations Manager,employee.1367@pnrao.com,Female,2023-03-21,,154076.0,,3.0,Active,2023,3,1,,,,953,2.61,1-3 years,Average,112,0,1,0,0,1,102837.83,152476.11,49.82,1.05,Mid-Level,,0,150K+
PNR-1368,Priya Jones,Marketing,Marketing Coordinator,employee.1368@pnrao.com,Non-Binary,2019-01-25,,78088.0,PNR-1119,5.0,Active,2019,1,1,,,,2469,6.76,5-10 years,Excellent,95,2,1,0,1,1,93037.96,72400.67,-16.07,7.86,Senior,,0,60K-80K
PNR-1369,Aditya Taylor,Sales,Sales Associate,employee.1369@pnrao.com,Non-Binary,2021-11-22,,75572.0,PNR-2218,2.0,Active,2021,11,4,,,,1437,3.93,3-5 years,Below Average,104,2,1,0,1,1,121525.81,72548.22,-37.81,4.17,Mid-Level,,0,60K-80K
PNR-1370,Priya Brown,Sales,Account Manager,employee.1370@pnrao.com,Female,2018-04-22,,144833.0,,4.0,Active,2018,4,2,,,,2747,7.52,5-10 years,Good,104,0,1,0,0,1,121525.81,151582.0,19.18,-4.45,Senior,,0,100K-150K
PNR-1371,Olivia Wilson,Logistics,Logistics Coordinator,employee.1371@pnrao.com,Female,2025-01-25,,79962.0,PNR-1046,5.0,Active,2025,1,1,,,,277,0.76,0-1 years,Excellent,111,2,1,0,1,1,70560.61,71165.63,13.32,12.36,Junior,,0,60K-80K
PNR-1374,Rohan Smith,Research & Development,Scientist,employee.1374@pnrao.com,Male,2023-05-26,,76418.0,PNR-1572,2.0,Active,2023,5,2,,,,887,2.43,1-3 years,Below Average,98,1,1,0,1,1,85614.79,72557.95,-10.74,5.32,Mid-Level,,0,60K-80K
PNR-1377,Aarav Patel,Marketing,Marketing Coordinator,employee.1377@pnrao.com,Non-Binary,2023-09-29,,84015.0,PNR-1806,2.0,Active,2023,9,3,,,,761,2.08,1-3 years,Below Average,95,3,1,0,1,1,93037.96,72400.67,-9.7,16.04,Mid-Level,,0,80K-100K
PNR-1378,Olivia Sharma,Production,Production Worker,employee.1378@pnrao.com,Non-Binary,2025-05-24,,77054.0,PNR-1934,3.0,Active,2025,5,2,,,,158,0.43,0-1 years,Average,112,3,1,0,1,1,102837.83,72077.59,-25.07,6.9,Junior,,0,60K-80K
PNR-1383,Aditya Wilson,Sales,Account Manager,employee.1383@pnrao.com,Male,2023-09-13,,169367.0,,3.0,Active,2023,9,3,,,,777,2.13,1-3 years,Average,104,0,1,0,0,1,121525.81,151582.0,39.37,11.73,Mid-Level,,0,150K+
PNR-1385,Sarah Wilson,Logistics,Logistics Coordinator,employee.1385@pnrao.com,Female,2024-08-09,,59865.0,PNR-2660,4.0,Active,2024,8,3,,,,446,1.22,1-3 years,Good,111,1,1,0,1,1,70560.61,71165.63,-15.16,-15.88,Junior,,0,<60K
PNR-1389,Aarav Williams,Research & Development,Lab Technician,employee.1389@pnrao.com,Female,2020-03-31,,58457.0,,4.0,Active,2020,3,1,,,,2038,5.58,5-10 years,Good,98,0,1,0,0,1,85614.79,69766.0,-31.72,-16.21,Senior,,0,<60K
PNR-1392,Priya Brown,Production,Operations Manager,employee.1392@pnrao.com,Non-Binary,2024-07-25,,154076.0,,2.0,Active,2024,7,3,,,,461,1.26,1-3 years,Below Average,112,0,1,0,0,1,102837.83,152476.11,49.82,1.05,Junior,,0,150K+
PNR-1394,Emma Wilson,It Support,Help Desk Specialist,employee.1394@pnrao.com,Non-Binary,2018-04-18,,79062.0,PNR-1628,4.0,Active,2018,4,2,,,,2751,7.53,5-10 years,Good,98,3,1,0,1,1,96490.2,70990.91,-18.06,11.37,Senior,,0,60K-80K
PNR-1396,Emma Jones,Sales,Sales Associate,employee.1396@pnrao.com,Female,2022-08-12,,69574.0,PNR-1690,,Active,2022,8,3,,,,1174,3.21,3-5 years,,104,3,1,0,1,0,121525.81,72548.22,-42.75,-4.1,Mid-Level,,0,60K-80K
PNR-1397,Olivia Williams,Human Resources,Recruiter,employee.1397@pnrao.com,Female,2019-04-06,2021-12-08,64589.0,PNR-2218,4.0,Terminated,2019,4,2,2021.0,12.0,4.0,977,2.67,1-3 years,Good,106,2,0,1,1,1,68801.09,69157.24,-6.12,-6.61,Mid-Level,2.674880219028063,0,60K-80K
PNR-1398,David Smith,Marketing,Marketing Coordinator,employee.1398@pnrao.com,Male,2018-05-27,,79370.0,PNR-1466,5.0,Active,2018,5,2,,,,2712,7.43,5-10 years,Excellent,95,1,1,0,1,1,93037.96,72400.67,-14.69,9.63,Senior,,0,60K-80K
PNR-1400,Aarav Sharma,Logistics,Warehouse Associate,employee.1400@pnrao.com,Non-Binary,2018-04-16,,72852.0,PNR-1892,5.0,Active,2018,4,2,,,,2753,7.54,5-10 years,Excellent,111,1,1,0,1,1,70560.61,69795.08,3.25,4.38,Senior,,0,60K-80K
