EmployeeID,FullName,Department,JobTitle,Email,Gender,HireDate,TerminationDate,Salary,ManagerID,PerformanceRating,Status
" PNR-1212 ","Saanvi Williams","#N/A","","employee.1212@pnrao.com","Non-binary","2021-02-21","2024-03-11","82294","PNR-1383","3","Terminated"
"PNR-1213","Aarav Kumar","Human Resources","Recruiter"," employee.1213@pnrao.com ","Male"," 2018-03-01 ","",""," PNR-1688 ","4"," Active "
"PNR-1213","Aarav Kumar","Human Resources","Recruiter","employee.1213@pnrao.com","Male","2018-03-01","","74308","PNR-1688","4","Active"
"PNR-1215","Chris Patel","Research & Development"," Scientist ","employee.1215@pnrao.com"," Female ","2018-11-29","  ","84411","PNR-1794","2","Active"
"PNR-1216","Anika Jones","Logistics","Logistics Coordinator","employee.1216@pnrao.com","Non-binary","","","59824","PNR-2661","","Active"
"PNR-1217","Michael Brown","Logistics","Logistics Coordinator","employee.1217@pnrao.com","Male"," 2022-06-17 ","2026-11-16","80265","PNR-1809","5","Terminated"
"","Aditya Williams","Quality Control","QC Inspector","employee.1218@pnrao.com","Non-binary","","2022-03-25","59473"," PNR-1635 ","3","Terminated"
"PNR-1219","Priya Patel","Marketing","Digital Marketer","employee.1219@pnrao.com"," Non-binary "," 2024-11-06 ","","66550","PNR-2926","5","Active"
"PNR-1220","Rohan Sharma"," Research & Development ","Lab Technician"," employee.1220@pnrao.com ","Male","#N/A","2025-01-01","59353","PNR-2659","5"," Terminated "
"PNR-1221","Priya Smith"," Logistics ","","employee.1221@pnrao.com"," Non-binary ","2021-12-06","","81816","PNR-2000","3",""
"PNR-1221","Priya Smith","Logistics","Logistics Coordinator","employee.1221@pnrao.com","Non-binary","2021-12-06","","81816","PNR-2000","3","Active"
"PNR-1223","Chris Sharma","Logistics","Logistics Coordinator","employee.1223@pnrao.com","Male"," 2020-01-20 ","","","PNR-2073","4","Active"
" PNR-1224 ","Aditya Smith","Production","Line Supervisor","employee.1224@pnrao.com","Female","2019-11-07","","59267","PNR-2029","4","Active"
"PNR-1225","Mary Jones","IT Support","IT Technician","employee.1225@pnrao.com","","2020-01-07","","78203","PNR-2831","3","Active"
"PNR-1225","Mary Jones","IT Support","IT Technician","employee.1225@pnrao.com","Male","2020-01-07","","78203","PNR-2831","3","Active"
"PNR-1227"," Saanvi Wilson ","IT Support","#N/A","","","2021-02-22","","83459","PNR-1451","2","Active"
"PNR-1227","Saanvi Wilson","IT Support","IT Technician","employee.1227@pnrao.com","Non-binary","2021-02-22","","83459","PNR-1451","2","Active"
"PNR-1228","Michael Kumar","Finance","Accountant","employee.1228@pnrao.com","Male","2023-05-22","","68277","PNR-1079","2","Active"
"PNR-1230"," Mary Brown "," IT Support ","Help Desk Specialist","employee.1230@pnrao.com","Non-binary","2024-08-10","","73523","","3","Active"
"PNR-1231","Michael Brown","","Sales Associate","employee.1231@pnrao.com","Female","2024-10-16","","57101","PNR-1211","4","Terminated"
"PNR-1232","Anika Jones","Sales","Account Manager","employee.1232@pnrao.com","Non-binary"," 2020-12-15 ","","132801","","5","Active"
"PNR-1233","","Research & Development"," Lab Technician ","employee.1233@pnrao.com","Non-binary"," 2025-10-14 ","  ","","PNR-1602","4","Active"
"PNR-1234","Emma Singh","Logistics","","employee.1234@pnrao.com","Male","","","62249","PNR-1208","4","Active"
"PNR-1234","Emma Singh","Logistics","Logistics Coordinator","employee.1234@pnrao.com","Male","2020-10-03","","62249","PNR-1208","4","Active"
"PNR-1236","Mary Smith"," Quality Control ","QC Inspector","employee.1236@pnrao.com","Non-binary","2023-04-10","  ","84917","","4","Active"
"PNR-1237","Emma Patel","Sales","","employee.1237@pnrao.com","","2020-06-02","","66406","PNR-2040","4","Active"
" PNR-1238 ","Anika Smith","IT Support","","employee.1238@pnrao.com"," Non-binary ","2018-07-05"," 2023-03-21 ","128890","","3",""
"PNR-1239","Rohan Williams","Quality Control","QC Manager","employee.1239@pnrao.com","Non-binary","2025-10-08","  ","155047","","3","Active"
"PNR-1239","Rohan Williams","Quality Control","QC Manager","employee.1239@pnrao.com","Non-binary","2025-10-08","","155047","","3","Active"
"PNR-1241","David Brown"," Research & Development "," Research Lead ","employee.1241@pnrao.com","Female","2020-01-14"," 2024-05-10 ","90172","","3","Terminated"
"PNR-1241","David Brown","Research & Development","Research Lead","employee.1241@pnrao.com","Female","2020-01-14","2024-05-10","90172","PNR-1322","3","Terminated"
"PNR-1243","Sarah Sharma"," Sales ","Regional Sales Manager"," employee.1243@pnrao.com ","Female"," 2021-10-26 ","","130706","","2"," Active "
"PNR-1244","Aarav Kumar","Finance","#N/A","employee.1244@pnrao.com","Non-binary","2019-10-22","","61435","PNR-1979","3","Active"
"PNR-1245","Mary Taylor","Logistics","","employee.1245@pnrao.com","Non-binary","2022-01-26","","55738","PNR-1252",""," Active "
"PNR-1246","Anika Patel","Marketing"," Digital Marketer ","employee.1246@pnrao.com",""," 2020-03-10 ","","65191","PNR-1593","3","Active"
"PNR-1247","","Human Resources","HR Coordinator","employee.1247@pnrao.com","Female","","","80570","","4","Active"
"PNR-1248","Aditya Taylor"," Human Resources ","Recruiter","employee.1248@pnrao.com","Female","2019-01-02","","55487","PNR-1947","4","Active"
"PNR-1249"," Aarav Taylor ","Quality Control","QC Inspector","","Female","2024-09-04","","76534","PNR-2150","4","Active"
"PNR-1250","Michael Taylor","Sales","Sales Associate","employee.1250@pnrao.com","Male","2021-08-10","#N/A","64581","PNR-1972","3","Terminated"
" PNR-1251 ","Saanvi Smith","Research & Development","Scientist","#N/A","Non-binary","","","73754","PNR-2705","3","Active"
" PNR-1252 ","Emma Brown","IT Support","#N/A","employee.1252@pnrao.com","Female","2024-05-13","","","","4","Active"
"PNR-1253","Mary Jones","Logistics","Logistics Coordinator","employee.1253@pnrao.com","Non-binary","","2025-06-25","66435","PNR-2749","3","Terminated"
"PNR-1254"," Aditya Singh ","Marketing","Digital Marketer"," employee.1254@pnrao.com "," Female ","2020-01-09","","72946","PNR-2044","3","Active"
"PNR-1255","Mary Patel","IT Support","IT Technician","employee.1255@pnrao.com"," Female ","2022-03-22"," 2023-10-27 ","79229","PNR-1945","3","Terminated"
"PNR-1256","Michael Smith","IT Support","Help Desk Specialist","employee.1256@pnrao.com","Non-binary"," 2024-05-08 ","","68440","PNR-1964","3","Active"
"PNR-1257","","Marketing","Marketing Manager","employee.1257@pnrao.com","Non-binary","2021-12-19","","137686","","2","Active"
"PNR-1258","John Kumar","#N/A","Regional Sales Manager","","","2025-06-27","","161988","","4","Active"
"PNR-1259","John Kumar","Marketing","Digital Marketer","employee.1259@pnrao.com","Non-binary","2022-05-27","","58830","#N/A","5",""
"PNR-1260","Sarah Taylor","Sales","Sales Associate","","Female","2018-04-17","","80386","PNR-2169","2","Active"
"PNR-1261","Sarah Patel","#N/A","QC Manager","employee.1261@pnrao.com","Female","2019-12-04","","157028","","2","Active"
"PNR-1262","Mary Kumar","Marketing","Digital Marketer","employee.1262@pnrao.com","Non-binary","#N/A","","69742","","3","Active"
"PNR-1263","Aarav Kumar","Human Resources","HR Coordinator","employee.1263@pnrao.com","","2023-06-09","2028-08-18","61122","PNR-1595","3",""
"PNR-1264"," Chris Taylor ","Quality Control","QC Inspector","employee.1264@pnrao.com","Non-binary","2023-08-10","  ","57439","PNR-2371","2",""
"PNR-1265"," Aditya Williams ","Marketing","Marketing Manager","employee.1265@pnrao.com","Female","2018-03-14","2019-10-23","167330","  ","3"," Terminated "
"PNR-1266"," Sarah Williams ","Production","Operations Manager","employee.1266@pnrao.com","Male","2020-12-14","  ","161573","","3","Active"
"PNR-1267","Chris Brown","Production","Operations Manager","employee.1267@pnrao.com","Female","#N/A","","137898","","3"," Active "
" PNR-1268 ","Michael Patel","Quality Control","QC Inspector","","Female","2022-03-19","","59094","PNR-1584","2"," Active "
" PNR-1269 ","Anika Singh","Quality Control","QC Inspector","employee.1269@pnrao.com","Non-binary","2021-11-24","","79897","PNR-2464","3","Active"
"PNR-1270","Mary Kumar"," Production ","Operations Manager","employee.1270@pnrao.com","","2023-04-03","","135053","","4","Active"
"PNR-1271","David Kumar","Logistics"," Warehouse Associate ","employee.1271@pnrao.com","","2020-03-22","  ","84272","PNR-2129","","Active"
"PNR-1272","Saanvi Jones","Human Resources","HR Generalist","employee.1272@pnrao.com","Non-binary","2022-04-05","  ","59835","PNR-2863","2","Active"
"PNR-1273"," Anika Williams ","Research & Development","#N/A","","Male","2018-08-23","","61775","PNR-1968","4","Active"
"#N/A","","Marketing","Digital Marketer","employee.1274@pnrao.com","Male","2025-09-09","","56793","PNR-1915","5","Active"
"PNR-1274","Rohan Brown","Marketing","Digital Marketer","employee.1274@pnrao.com","Male","2025-09-09","","56793","PNR-1915","5","Active"
"#N/A"," Saanvi Smith ","Research & Development"," Research Lead ","employee.1276@pnrao.com","Non-binary","2022-05-29","","128796","PNR-2655","3",""
""," Saanvi Singh "," Sales ","Sales Associate","employee.1277@pnrao.com","Non-binary","","  ","57018","PNR-1775","3","Active"
"","","Human Resources","Recruiter","employee.1278@pnrao.com","Non-binary","2018-02-14","","80155","PNR-2963","5"," Active "
"PNR-1279","Aarav Wilson","Human Resources","HR Coordinator"," employee.1279@pnrao.com ","Male","2024-10-28","","65923","PNR-1475","","#N/A"
"PNR-1280"," Anika Singh ","Research & Development","Research Lead"," employee.1280@pnrao.com ","Male","2025-03-19","2025-12-25","110145","","3","Terminated"
"PNR-1281","Saanvi Kumar","Finance","Accountant","employee.1281@pnrao.com","Female","2022-09-13","","56704"," PNR-1454 ","4",""
"PNR-1281","Saanvi Kumar","Finance","Accountant","employee.1281@pnrao.com","Female","2022-09-13","","56704","PNR-1454","4","Active"
"PNR-1283","#N/A","Quality Control","",""," Male ","2020-01-03","2022-12-08","67488","PNR-2405","5","Terminated"
"PNR-1284","Sarah Taylor","IT Support","#N/A","employee.1284@pnrao.com","Non-binary"," 2019-11-26 ","  ","84082","PNR-1622","4","Active"
"PNR-1284","Sarah Taylor","IT Support","IT Technician","employee.1284@pnrao.com","Non-binary","2019-11-26","","84082","PNR-1622","4","Active"
"#N/A","Priya Taylor","Quality Control"," QC Inspector ","employee.1286@pnrao.com","Non-binary"," 2023-02-24 ","","79239"," PNR-1585 ","3","Active"
"PNR-1287","Rohan Smith"," IT Support ","Help Desk Specialist","employee.1287@pnrao.com","Female","2019-04-29","","60467","PNR-1338","3","Active"
"PNR-1288"," Emma Wilson ","Human Resources","HR Generalist","employee.1288@pnrao.com"," Non-binary ","","2026-02-10","","PNR-2890","5",""
"PNR-1289","Priya Taylor","Human Resources","HR Generalist"," employee.1289@pnrao.com ","","2019-07-13","2021-10-29","82356","PNR-1405","","Terminated"
" PNR-1290 ","Priya Wilson"," Finance ","Controller","employee.1290@pnrao.com","Female","","","81473"," PNR-1467 ","3","Active"
"PNR-1290","Priya Wilson","Finance","Controller","employee.1290@pnrao.com","Female","2024-02-06","","81473","PNR-1467","3","Active"
""," Chris Wilson ","Production"," Operations Manager ","employee.1292@pnrao.com","Female","2019-05-17","","125015","","3","Active"
"PNR-1293","Saanvi Singh"," Sales ","Account Manager","employee.1293@pnrao.com","Non-binary","2025-09-16","2026-04-04","","","3","Terminated"
"PNR-1294"," David Sharma ","IT Support","IT Manager","","Female","2019-05-28","","148722","","2"," Active "
"PNR-1294","David Sharma","IT Support","IT Manager","employee.1294@pnrao.com","Female","2019-05-28","","148722","","2","Active"
"PNR-1296","Aditya Smith","Marketing","Digital Marketer","employee.1296@pnrao.com","Female","","2026-08-10","70020","PNR-1280","2","Terminated"
"PNR-1296","Aditya Smith","Marketing","Digital Marketer","employee.1296@pnrao.com","Female","2023-03-03","2026-08-10","70020","PNR-1280","2","Terminated"
"PNR-1298"," Rohan Williams ","","Account Manager","employee.1298@pnrao.com","Non-binary"," 2021-08-14 ","","157694","","","Active"
"PNR-1298","Rohan Williams","Sales","Account Manager","employee.1298@pnrao.com","Non-binary","2021-08-14","","157694","","4","Active"
" PNR-1300 ","Olivia Jones","Finance","Accountant","employee.1300@pnrao.com",""," 2024-03-17 ","","65809","PNR-1143","3","Active"
"PNR-1301","Priya Singh","Logistics","Logistics Coordinator","employee.1301@pnrao.com","Female","2020-01-13","","72476","PNR-1170","2","Active"
"PNR-1302"," Saanvi Jones ","Research & Development","Lab Technician"," employee.1302@pnrao.com ","Non-binary","","","64751","PNR-2278","3","Active"
"PNR-1303","Sarah Brown","","HR Coordinator","employee.1303@pnrao.com"," Male "," 2025-02-26 ","2027-02-01","68778","","4","Terminated"
"PNR-1304","David Smith"," IT Support ","IT Technician","#N/A",""," 2023-03-30 ","#N/A","55555","PNR-1047","","Terminated"
"PNR-1305","Saanvi Singh","IT Support","Help Desk Specialist","employee.1305@pnrao.com","Female","2022-03-30","","77409","","3"," Active "
"PNR-1306","Rohan Wilson","Human Resources","Recruiter"," employee.1306@pnrao.com ","Female","2020-11-29","#N/A","73594","PNR-1363","2","Active"
"PNR-1307","John Sharma","Marketing","Digital Marketer"," employee.1307@pnrao.com ","Female","2022-09-04","2025-05-25","","PNR-1448","5",""
"PNR-1308","Saanvi Brown","Human Resources","Recruiter"," employee.1308@pnrao.com ","#N/A","2019-01-20","","","","5","Active"
"PNR-1309","Emma Williams","Production","","employee.1309@pnrao.com","Male","2019-12-22","","76071","","2","Active"
"PNR-1310","Rohan Taylor","Human Resources","Recruiter","employee.1310@pnrao.com"," Non-binary ","2022-05-05","","67794","PNR-2875","3","Active"
"PNR-1311","Rohan Singh","Production","Line Supervisor","employee.1311@pnrao.com","Male","2023-06-11","","74096","PNR-2952","4","Active"
"PNR-1311","Rohan Singh","Production","Line Supervisor","employee.1311@pnrao.com","Male","2023-06-11","","74096","PNR-2952","4","Active"
"PNR-1313","Anika Smith"," Marketing ","Marketing Coordinator","employee.1313@pnrao.com","Non-binary","2022-10-31","","55060","PNR-1085","2",""
"PNR-1314","Rohan Sharma","Production","Operations Manager","employee.1314@pnrao.com","Male","2020-12-01","","150135","","3","Active"
" PNR-1315 ","John Wilson","Quality Control","QC Inspector","employee.1315@pnrao.com","Male","2019-04-17","2020-12-30","60678","PNR-2336","3","Terminated"
"PNR-1316","","Finance"," Financial Analyst ","employee.1316@pnrao.com","Male","2018-03-15","","76556","PNR-1261","5","Active"
"PNR-1317","Rohan Singh"," Production ","#N/A","employee.1317@pnrao.com","Female"," 2019-05-11 ","","166702","","","Active"
"PNR-1318","","IT Support"," IT Manager ","employee.1318@pnrao.com"," Female ","2018-08-21","  ","153787","","2","Active"
"PNR-1319","David Taylor"," Sales ","Sales Associate","employee.1319@pnrao.com"," Female ","2020-10-16","","73874","PNR-2078","3"," Active "
"PNR-1320","Emma Williams","","Account Manager"," employee.1320@pnrao.com "," Female ","2022-03-18","","139659","","3",""
"PNR-1321","David Kumar","Marketing","Marketing Coordinator","employee.1321@pnrao.com","Male","2023-10-19","","60077"," PNR-1425 ","3","Active"
"","Emma Patel"," Marketing ","Marketing Manager","employee.1322@pnrao.com","Female","2019-06-07","","152977","  ","5","Active"
"PNR-1323","","Production","","","Male","2021-08-18","","163252","","3","Active"
"","John Singh","Marketing","Marketing Manager","employee.1324@pnrao.com","Non-binary","#N/A"," 2027-10-27 ","177687","","4","Terminated"
"PNR-1324","John Singh","Marketing","Marketing Manager","employee.1324@pnrao.com","Non-binary","2025-07-30","2027-10-27","177687","","4","Terminated"
"PNR-1326","Olivia Brown"," Quality Control ","","employee.1326@pnrao.com","Non-binary","2018-06-28","","164667","","2","#N/A"
"PNR-1327","Sarah Brown","Research & Development","Scientist","employee.1327@pnrao.com"," Female ","2021-02-11","2023-02-18","59139","PNR-2039","3","Terminated"
"PNR-1328","Saanvi Patel","Research & Development","Lab Technician"," employee.1328@pnrao.com "," Non-binary "," 2022-10-30 ","","79798"," PNR-2664 ","2","Active"
"","John Wilson",""," IT Manager ","employee.1329@pnrao.com","Non-binary","2018-02-27","","167487","","3","Active"
"PNR-1329","John Wilson","IT Support","IT Manager","employee.1329@pnrao.com","Non-binary","2018-02-27","","167487","","3","Active"
"PNR-1330","Sarah Smith","Human Resources","Recruiter","employee.1330@pnrao.com","Male","2018-03-05","","69969","PNR-2015","5","Active"
"","Sarah Patel","IT Support","","employee.1332@pnrao.com","Male"," 2023-08-04 ","","70820","","5"," Active "
" PNR-1333 ","","Logistics","Logistics Coordinator","employee.1333@pnrao.com","Female","2022-04-18","","71152","PNR-2872","3"," Active "
"","Rohan Singh","Production","","employee.1334@pnrao.com",""," 2023-03-28 ","","81909","PNR-1054","3","Active"
"PNR-1335","","Production","#N/A","employee.1335@pnrao.com","Male","2025-07-16","  ","132464","","2","Active"
